id,apelido,nome_completo,slug,clube,clube_id,posicao,posicao_id
91607,Rony,Ronielson da Silva Barbosa,rony,SAN,277,Atacante,5
98909,Cuello,Tomás Esteban Cuello,cuello,CAM,282,Atacante,5
140906,Davi Gomes,Davi Gomes de Alvarenga,davi-gomes,RBB,280,Atacante,5
72605,Vitor Hugo,Vitor Hugo Franchescoli de Souza,vitor-hugo,CAM,282,Zagueiro,3
87999,Gustavo Scarpa,Gustavo Henrique Furtado Scarpa,gustavo-scarpa,CAM,282,Meia,4
122755,Lucas Cunha,Lucas de Souza Cunha,lucas-cunha,RBB,280,Zagueiro,3
100842,Ruan,Ruan Tressoldi Netto,ruan,CAM,282,Zagueiro,3
72460,Bernard,Bernard Anício Caldeira Duarte,bernard,CAM,282,Meia,4
103767,Gabriel Menino,Gabriel Vinícius Menino,gabriel-menino,SAN,277,Meia,4
100084,Igor Gomes,Igor Silveira Gomes,igor-gomes,CAM,282,Meia,4
107554,Natanael,Natanael Moreira Milouski,natanael,CAM,282,Lateral,2
112616,Gabriel Grando,Gabriel Hamester Grando,gabriel-grando,GRE,284,Goleiro,1
92087,Lyanco,Lyanco Evangelista Silveira Neves Vojnovic,lyanco,CAM,282,Zagueiro,3
101002,Júnior Santos,José Antonio dos Santos Júnior,junior-santos,CAM,282,Atacante,5
40990,Dorival Júnior,Dorival Silvestre Júnior,dorival-junior,COR,264,Técnico,6
110715,Andrés Hurtado,José Andrés Hurtado Cheme,andres-hurtado,RBB,280,Lateral,2
101314,Ademir,Ademir da Silva Santos Júnior,ademir,BAH,265,Atacante,5
118774,Alexsander,Alexsander Cristhian Gomes da Costa - Christian,alexsander,CAM,282,Meia,4
85048,Memphis Depay,Memphis Depay,memphis-depay,COR,264,Atacante,5
95556,Raniele,Raniele Almeida Melo,raniele,COR,264,Meia,4
77485,Carrillo,André Martín Carrillo Díaz,carrillo,COR,264,Meia,4
98720,Angileri,Fabrizio Germán Angileri - Fabricio,angileri,COR,264,Lateral,2
97642,Félix Torres,Félix Eduardo Torres Caicedo,felix-torres,INT,285,Zagueiro,3
78435,Vitinho,Victor Vinícius Coelho dos Santos,vitinho,COR,264,Atacante,5
124661,Iván Román,Ivan Ramiro Román Hurtado,ivan-roman,CAM,282,Zagueiro,3
105068,Reinier,Reinier Jesus Carvalho,reinier,CAM,282,Meia,4
78248,Gustavo Henrique,Gustavo Henrique Vernes,gustavo-henrique,COR,264,Zagueiro,3
101574,Hugo Souza,Hugo de Souza Nogueira,hugo-souza,COR,264,Goleiro,1
105531,Matheus Bidu,Matheus Lima Beltrão Oliveira Valin,matheus-bidu,COR,264,Lateral,2
117632,Garro,Rodrigo Garro,garro,COR,264,Meia,4
117910,Breno Bidon,Breno de Souza Bidon,breno-bidon,COR,264,Meia,4
92440,André Ramalho,André Ramalho Silva,andre-ramalho,COR,264,Zagueiro,3
98225,Pedro Raul,Pedro Raul Garay da Silva,pedro-raul,COR,264,Atacante,5
107179,Matheus Donelli,Matheus Planelles Donelli,matheus-donelli,COR,264,Goleiro,1
96342,Charles,Charles Rigon Mattos,charles,COR,264,Meia,4
102340,Cacá,Carlos de Menezes Júnior,caca,VIT,287,Zagueiro,3
107908,Hugo,Hugo Ferreira de Farias,hugo,COR,264,Lateral,2
133543,Gui Negão,Guilherme William Silva Inácio,gui-negao,COR,264,Atacante,5
122396,Ryan,Ryan Gustavo de Lima,ryan,COR,264,Meia,4
145744,André,André Luiz Santos Dias,andre,COR,264,Meia,4
127242,Bahia,Luiz Gustavo Lemos Carvalho,bahia,COR,264,Meia,4
79701,Lucas Silva,Lucas Silva Borges,lucas-silva,CRU,283,Meia,4
89275,William,Willian de Asevedo Furtado,william,CRU,283,Lateral,2
42500,Fagner,Fagner Conserva Lemos,fagner,CRU,283,Lateral,2
45125,Tite,Adenor Leonardo Bachi,tite,CRU,283,Técnico,6
121824,Kayke,Kayke Ferrari Guimarães,kayke,COR,264,Atacante,5
131753,Felipe Longo,Felipe Longo Fernandes da Silva,felipe-longo,COR,264,Goleiro,1
84558,Lucas Romero,Lucas Daniel Romero,lucas-romero,CRU,283,Meia,4
111690,Matheus Cunha,Matheus Cunha Queiroz,matheus-cunha,CRU,283,Goleiro,1
96610,Matheus Pereira,Matheus Fellipe Costa Pereira,matheus-pereira,CRU,283,Meia,4
105047,João Marcelo,João Marcelo Messias Ferreira,joao-marcelo,CRU,283,Zagueiro,3
130889,Riquelme,Riquelme Freitas dos Santos,riquelme,GRE,284,Meia,4
125488,João Pedro,João Pedro de Sousa Rodrigues - Tchoca,joao-pedro,COR,264,Zagueiro,3
93478,Wanderson,Wanderson Maciel Sousa Campos,wanderson,CRU,283,Atacante,5
100742,Matheus Henrique,Matheus Henrique de Souza,matheus-henrique,CRU,283,Meia,4
114405,Sinisterra,Luis Fernando Sinisterra Lucumí,sinisterra,CRU,283,Atacante,5
124912,Jonathan Jesus,Jonathan de Jesus Alves,jonathan-jesus,CRU,283,Zagueiro,3
113158,Marquinhos,Marcus Vinícius Oliveira Alencar,marquinhos,CRU,283,Atacante,5
139345,Kauã Prates,Kauã Prates de Almeida,kaua-prates,CRU,283,Lateral,2
137542,Kaique Kenji,Kaique Kenji Takamura Correa,kaique-kenji,CRU,283,Atacante,5
146807,Rayan Lelis,Rayan Passaglia Lelis,rayan-lelis,CRU,283,Atacante,5
143350,Murilo Rhikman,Murilo Rhikman Alves Pimentel,murilo-rhikman,CRU,283,Meia,4
122660,Japa,João Wellington Gadelha Melo de Oliveira,japa,CRU,283,Meia,4
143600,Kauã Moraes,Kauã Moraes da Silva,kaua-moraes,CRU,283,Lateral,2
88479,Walace,Walace Souza Silva,walace,CRU,283,Meia,4
131967,Villarreal,Neyser Villarreal - Neiser,villarreal,CRU,283,Atacante,5
117404,Otávio,Otávio Eleodoro Rezende Costa,otavio,CRU,283,Goleiro,1
92854,Borré,Rafael Santos Borré Maury,borre,INT,285,Atacante,5
84816,Varela,Guillermo Varela Olivera,varela,FLA,262,Lateral,2
83528,Léo Pereira,Leonardo Pereira,leo-pereira,FLA,262,Zagueiro,3
137543,Tevis,Tevis Gabriel Alves Santos,tevis,CRU,283,Atacante,5
132264,Arroyo,Keny Alexander Arroyo Alvarado,arroyo,CRU,283,Atacante,5
87863,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,FLA,262,Meia,4
90285,Bruno Henrique,Bruno Henrique Pinto,bruno-henrique,FLA,262,Atacante,5
69783,Danilo,Danilo Luiz da Silva,danilo,FLA,262,Zagueiro,3
80061,Saúl,Saúl Ñíguez Esclapez,saul,FLA,262,Meia,4
96870,Emerson Royal,Emerson Aparecido Leite de Souza Júnior,emerson-royal,FLA,262,Lateral,2
86757,Everton,Everton Sousa Soares,everton,FLA,262,Atacante,5
82627,Luiz Araújo,Luiz de Araújo Guimarães Neto,luiz-araujo,FLA,262,Atacante,5
88393,Ayrton Lucas,Ayrton Lucas Dantas de Medeiros,ayrton-lucas,FLA,262,Lateral,2
84735,Jorginho,Jorge Luiz Frello Filho,jorginho,FLA,262,Meia,4
98873,Samuel Lino,Samuel Dias Lino,samuel-lino,FLA,262,Atacante,5
96652,Allan,Allan Rodrigues de Souza,allan,COR,264,Meia,4
91473,Erick Pulgar,Erick Antonio Pulgar Farfán,erick-pulgar,FLA,262,Meia,4
97867,Léo Ortiz,Leonardo Rech Ortiz,leo-ortiz,FLA,262,Zagueiro,3
109096,Plata,Gonzalo Jordy Plata Jiménez,plata,FLA,262,Atacante,5
122320,Daniel Sales,Daniel dos Santos Salles,daniel-sales,FLA,262,Lateral,2
99228,De la Cruz,Diego Nicolás de la Cruz Arcosa,de-la-cruz,FLA,262,Meia,4
130189,Léo Nannetti,Leonardo Nannetti Lopes,leo-nannetti,FLA,262,Goleiro,1
122318,Dyogo Alves,Francisco Dyogo Bento Alves,dyogo-alves,FLA,262,Goleiro,1
122573,Wallace Yan,Wallace Yan de Souza Barreto,wallace-yan,FLA,262,Atacante,5
78445,Renê,Renê Rodrigues Martins,rene,FLU,266,Lateral,2
115914,Evertton Araújo,Everton Gustavo Fernandes Araújo,evertton-araujo,FLA,262,Meia,4
73384,Samuel Xavier,Samuel Xavier Brito,samuel-xavier,FLU,266,Lateral,2
140492,João Victor,João Victor de Souza Cunha,joao-victor,FLA,262,Zagueiro,3
145705,Douglas Telles,Douglas Costa Telles,douglas-telles,FLA,262,Atacante,5
130382,Guilherme Gomes,Guilherme Henrique Bernardineli Gomes,guilherme-gomes,FLA,262,Meia,4
78855,Thiago Santos,Thiago dos Santos,thiago-santos,CFC,294,Zagueiro,3
142004,Amuzu,Francis Amuzu,amuzu,GRE,284,Atacante,5
140303,Da Mata,João Pedro do Nascimento da Mata,da-mata,FLA,262,Zagueiro,3
62977,Ganso,Paulo Henrique Chagas de Lima,ganso,FLU,266,Meia,4
143295,Joshua,Caio Joshua Lana de Andrade,joshua,FLA,262,Meia,4
101319,Guga,Cláudio Rodrigues Gomes,guga,FLU,266,Lateral,2
99366,Luis Zubeldía,Luis Francisco Zubeldía,luis-zubeldia,FLU,266,Técnico,6
86485,Keno,Marcos da Silva França,keno,CFC,294,Atacante,5
78117,Everaldo,Everaldo Stum,everaldo,BAH,265,Atacante,5
103523,Ignácio,Ignácio da Silva Oliveira,ignacio,FLU,266,Zagueiro,3
101478,Marcelo Pitaluga,Marcelo de Araújo Pitaluga Filho,marcelo-pitaluga,FLU,266,Goleiro,1
87258,Soteldo,Yeferson Julio Soteldo Martínez,soteldo,FLU,266,Atacante,5
110759,John Kennedy,John Kennedy Batista de Souza,john-kennedy,FLU,266,Atacante,5
113034,Freytes,Juan Pablo Freytes,freytes,FLU,266,Zagueiro,3
79631,Cano,Germán Ezequiel Cano,cano,FLU,266,Atacante,5
100987,Nonato,Gustavo Nonato Santana,nonato,FLU,266,Meia,4
102137,Vitor Eudes,Vitor Eudes de Souza Costa,vitor-eudes,FLU,266,Goleiro,1
102928,Canobbio,Agustín Canobbio Graviz,canobbio,FLU,266,Atacante,5
63013,Marcos Rocha,Marcos Luis Rocha Aquino,marcos-rocha,GRE,284,Lateral,2
42135,Willian,Willian Borges da Silva,willian,GRE,284,Meia,4
116447,Hércules,Hércules Pereira do Nascimento,hercules,FLU,266,Meia,4
89493,Igor Rabello,Igor Rabello da Costa,igor-rabello,FLU,266,Zagueiro,3
87887,Balbuena,Fabián Cornelio Balbuena González,balbuena,GRE,284,Zagueiro,3
130650,Bernal,Facundo Bernal Cruz,bernal,FLU,266,Meia,4
72018,Tiago Volpi,Tiago Luis Volpi,tiago-volpi,RBB,280,Goleiro,1
105807,Luan Freitas,Luan de Freitas Molarinho Chagas,luan-freitas,FLU,266,Zagueiro,3
140484,Riquelme Felipe,Riquelme Felipe Silva de Almeida,riquelme-felipe,FLU,266,Atacante,5
127932,Júlio Fidelis,Julio Cesar Lima Fidelis,julio-fidelis,FLU,266,Lateral,2
87228,Guilherme Arana,Guilherme Antonio Arana Lopes,guilherme-arana,FLU,266,Lateral,2
88037,Luís Castro,Luís Manuel Ribeiro de Castro,luis-castro,GRE,284,Técnico,6
89273,João Pedro,João Pedro Maturano dos Santos,joao-pedro,GRE,284,Lateral,2
91908,Pavón,Cristian David Pavón,pavon,GRE,284,Atacante,5
91706,Marlon,Marlon Rodrigues Xavier,marlon,GRE,284,Lateral,2
108474,Santi Moreno,Santiago Moreno,santi-moreno,FLU,266,Atacante,5
111309,Gustavo Martins,Gustavo Martins de Souza Santos,gustavo-martins,GRE,284,Zagueiro,3
90532,Arthur Melo,Arthur Henrique Ramos de Oliveira Melo,arthur-melo,GRE,284,Meia,4
102318,Caio Paulista,Caio Fernando de Oliveira,caio-paulista,GRE,284,Lateral,2
89883,Dodi,Douglas Moreira Fagundes,dodi,GRE,284,Meia,4
63289,Edenílson,Edenílson Andrade dos Santos,edenilson,BOT,263,Meia,4
105563,Carlos Vinícius,Carlos Vinícius Alves Morais,carlos-vinicius,GRE,284,Atacante,5
109966,Monsalve,Miguel Ángel Monsalve Gonzáles - González,monsalve,GRE,284,Meia,4
125467,Viery,Viery Fernandes Santos Lopes,viery,GRE,284,Zagueiro,3
97145,Villasanti,Mathías Adalberto Villasanti Rolón,villasanti,GRE,284,Meia,4
87342,Kannemann,Walter Kannemann,kannemann,GRE,284,Zagueiro,3
118752,Mateus Carvalho,Mateus Carvalho dos Santos,mateus-carvalho,VAS,267,Meia,4
104994,Wagner Leonardo,Wagner Leonardo Calvelo de Souza,wagner-leonardo,GRE,284,Zagueiro,3
132071,Serna,Kevin Steven Serna Jaramillo,serna,FLU,266,Atacante,5
72951,Mercado,Gabriel Iván Mercado,mercado,INT,285,Zagueiro,3
70944,Bruno Henrique,Bruno Henrique Corsini,bruno-henrique,INT,285,Meia,4
121792,André,André Henrique da Silva Martins,andre,GRE,284,Atacante,5
116067,Thiago Beltrame,Thiago Beltrame Stallbaum,thiago-beltrame,GRE,284,Goleiro,1
88136,Ivan,Ivan Quaresma da Silva,ivan,REM,364,Goleiro,1
118238,Ronald,Ronald Cardoso Falkoski,ronald,GRE,284,Meia,4
92182,Juninho,José Carlos Ferreira Júnior,juninho,INT,285,Zagueiro,3
107989,Carbonero,Johan Stiven Carbonero Balanta,carbonero,INT,285,Atacante,5
92981,Ronaldo,Ronaldo da Silva Souza Guerrero,ronaldo,INT,285,Meia,4
82463,Otávio,Otávio Henrique Passos Santos,otavio,FLU,266,Meia,4
141995,Dieguinho,Diego da Cruz Lopes,dieguinho,COR,264,Meia,4
110510,Aguirre,Braian Nahuel Aguirre,aguirre,INT,285,Lateral,2
86711,Richard,Richard Cândido Coelho,richard,INT,285,Meia,4
106202,Bruno Gomes,Bruno Gomes da Silva Clevelário,bruno-gomes,INT,285,Meia,4
111683,Anthoni,Anthoni Spier Souza,anthoni,INT,285,Goleiro,1
101960,Vitinho,Vitor Hugo Naum dos Santos,vitinho,INT,285,Atacante,5
115479,Paulo Pezzolano,Paulo César Pezzolano Suárez,paulo-pezzolano,INT,285,Técnico,6
89637,Thiago Maia,Thiago Maia Alencar,thiago-maia,INT,285,Meia,4
90588,Caíque,Caique de Jesus Gonçalves,caique,VIT,287,Meia,4
71684,Gustavo Gómez,Gustavo Raúl Gómez Portillo,gustavo-gomez,PAL,275,Zagueiro,3
93790,Marlon Freitas,Marlon Rodrigues Freitas,marlon-freitas,PAL,275,Meia,4
68872,Marcelo Lomba,Marcelo Lomba do Nascimento,marcelo-lomba,PAL,275,Goleiro,1
123744,Alan Rodríguez,Alan Jesús Rodríguez Guaglianoni,alan-rodriguez,INT,285,Meia,4
107174,Bruno Tabata,Bruno Vinícius Souza Ramos,bruno-tabata,INT,285,Meia,4
124271,Gustavo Prado,Gustavo Prado Alves,gustavo-prado,INT,285,Meia,4
97653,Murilo,Murilo Cerqueira Paim,murilo,PAL,275,Zagueiro,3
143488,Raykkonen,Raykkonen Pereira Soares,raykkonen,INT,285,Atacante,5
71631,Weverton,Weverton Pereira da Silva,weverton,GRE,284,Goleiro,1
102130,Piquerez,Joaquín Piquerez Moreira,piquerez,PAL,275,Lateral,2
104085,Bruno Fuchs,Bruno de Lara Fuchs,bruno-fuchs,PAL,275,Zagueiro,3
112863,Ramón Sosa,Ramón Sosa Acosta,ramon-sosa,PAL,275,Atacante,5
137618,Clayton Sampaio,Clayton Sampaio Pereira,clayton-sampaio,INT,285,Zagueiro,3
105647,Maurício,Maurício Magalhães Prado,mauricio,PAL,275,Meia,4
110506,Abel Ferreira,Abel Fernando Moreira Ferreira,abel-ferreira,PAL,275,Técnico,6
70592,Felipe Anderson,Felipe Anderson Pereira Gomes,felipe-anderson,PAL,275,Meia,4
105175,Khellven,Khellven Douglas Silva Oliveira,khellven,PAL,275,Lateral,2
99818,Paulinho,Paulo Henrique Sampaio Filho,paulinho,PAL,275,Atacante,5
84674,Lucas Evangelista,Lucas Evangelista Santana de Oliveira,lucas-evangelista,PAL,275,Meia,4
104084,Carlos Miguel,Carlos Miguel dos Santos Pereira,carlos-miguel,PAL,275,Goleiro,1
111832,Jefté,Jefté Vital da Silva Dias,jefte,PAL,275,Lateral,2
92811,Bruno Rodrigues,Bruno Rafael Rodrigues do Nascimento,bruno-rodrigues,CRU,283,Atacante,5
141451,Allan,Allan Andrade Elias,allan,PAL,275,Meia,4
113103,Flaco López,José Manuel Alberto López,flaco-lopez,PAL,275,Atacante,5
124526,Giay,Agustín Giay,giay,PAL,275,Lateral,2
82775,Lucas Ramon,Lucas Ramon Batista Silva,lucas-ramon,SAO,276,Lateral,2
130612,Luighi,Luighi Hanri Sousa Santos,luighi,PAL,275,Atacante,5
108683,Emiliano Martínez,Emiliano Martínez Toranza,emiliano-martinez,PAL,275,Meia,4
133679,Benedetti,Luis Gustavo Roncholeta Benedetti - Luiz,benedetti,PAL,275,Zagueiro,3
73318,Daniel Borges,Daniel Fortunato Borges,daniel-borges,MIR,2305,Lateral,2
79066,Alex Muralha,Alex Roberto Santana Rafael,alex-muralha,MIR,2305,Goleiro,1
136156,Larson,Larson Torna Ferreira dos Santos,larson,PAL,275,Meia,4
97321,Alesson,Alesson dos Santos Batista,alesson,MIR,2305,Atacante,5
72279,Thomazella,Carlos Eduardo Lecciolle Thomazella,thomazella,MIR,2305,Goleiro,1
81005,André Luis,André Luis Silva de Aguiar,andre-luis,MIR,2305,Atacante,5
101708,Felipe Jonatan,Felipe Jonatan Rocha Andrade,felipe-jonatan,CFC,294,Lateral,2
102667,Nathan Fogaça,Nathan Uiliam Fogaça - Uilian,nathan-fogaca,MIR,2305,Atacante,5
90917,Carlos Eduardo,Carlos Eduardo Ferreira de Souza,carlos-eduardo,MIR,2305,Atacante,5
83263,Yuri Lara,Yuri Lima Lara,yuri-lara,MIR,2305,Meia,4
87742,Neto Moura,Antônio Francisco Moura Neto,neto-moura,MIR,2305,Meia,4
97520,Shaylon,Shaylon Kallyson Cardozo - Cardoso,shaylon,MIR,2305,Meia,4
98384,Negueba,Luiz Henrique Soares Firmino,negueba,MIR,2305,Atacante,5
97460,João Victor,João Victor Carroll Santana - Caroll,joao-victor,MIR,2305,Zagueiro,3
81150,Mayke,Mayke Rocha de Oliveira,mayke,SAN,277,Lateral,2
117403,Renato Marques,Renato Marques de Oliveira Júnior,renato-marques,MIR,2305,Atacante,5
104027,Rafael Guanaes,Rafael Silva Guanaes,rafael-guanaes,MIR,2305,Técnico,6
78478,Willian Arão,Willian Souza Arão da Silva,willian-arao,SAN,277,Meia,4
83257,Gabriel,Gabriel Barbosa Almeida,gabriel,SAN,277,Atacante,5
77777,João Schmidt,João Felipe Schmidt Urbano,joao-schmidt,SAN,277,Meia,4
104204,Edson Carioca,Edson Guilherme Mendes dos Santos,edson-carioca,MIR,2305,Atacante,5
91866,Zé Ivaldo,José Ivaldo Almeida Silva,ze-ivaldo,SAN,277,Zagueiro,3
104754,Juan Vojvoda,Juan Pablo Vojvoda Rizzo,juan-vojvoda,SAN,277,Técnico,6
105903,Aldo Filho,José Aldo Soares de Oliveira Filho,aldo-filho,MIR,2305,Meia,4
84847,Luan Peres,Luan Peres Petroni,luan-peres,SAN,277,Zagueiro,3
95466,Igor Vinícius,Igor Vinícius de Souza,igor-vinicius,SAN,277,Lateral,2
113690,Diógenes,Diógenes Vinícius da Silva,diogenes,SAN,277,Goleiro,1
74187,Rincón,Tomás Eduardo Rincón Hernández,rincon,SAN,277,Meia,4
102975,Escobar,Gonzalo Daniel Escobar,escobar,SAN,277,Lateral,2
108469,Adonis Frías,Adonis Uriel Frías,adonis-frias,SAN,277,Zagueiro,3
141754,Gabriel Bontempo,Gabriel Morais Silva Bontempo,gabriel-bontempo,SAN,277,Meia,4
87470,Thaciano,Thaciano Mickael da Silva,thaciano,SAN,277,Meia,4
82455,Zé Rafael,José Rafael Vivian,ze-rafael,SAN,277,Meia,4
141868,Vinicius Lira,Vinicius Rodrigues Lira,vinicius-lira,SAN,277,Lateral,2
130811,Souza,João Victor de Souza Menezes,souza,SAN,277,Lateral,2
84042,Tiquinho Soares,Francisco das Chagas Soares dos Santos Meireles,tiquinho-soares,MIR,2305,Atacante,5
70164,Lucas Moura,Lucas Rodrigues Moura da Silva,lucas-moura,SAO,276,Meia,4
77656,Cédric Soares,Cédric Ricardo Alves Soares,cedric-soares,SAO,276,Lateral,2
63008,Rafael Tolói,Rafael Toloi,rafael-toloi,SAO,276,Zagueiro,3
90703,Matheuzinho,Matheus Martins Fogaça de Paulo,matheuzinho,VIT,287,Meia,4
118775,Lautaro Díaz,Lautaro Ariel Díaz,lautaro-diaz,SAN,277,Atacante,5
99889,Alan Franco,Alan Javier Franco,alan-franco,SAO,276,Zagueiro,3
81845,Alisson,Alisson Euler de Freitas Castro,alisson,SAO,276,Meia,4
101290,Ferreira,Aldemir dos Santos Ferreira,ferreira,SAO,276,Atacante,5
85403,Danielzinho,Daniel de Oliveira Sertanejo,danielzinho,SAO,276,Meia,4
142867,Robinho Jr.,Robson de Souza Júnior,robinho-jr,SAN,277,Atacante,5
89840,Calleri,Jonathan Calleri,calleri,SAO,276,Atacante,5
80570,Wendell,Wendell Nascimento Borges,wendell,SAO,276,Lateral,2
91573,Arboleda,Robert Abel Arboleda Escobar,arboleda,SAO,276,Zagueiro,3
103912,Hernán Crespo,Hernán Jorge Crespo,hernan-crespo,SAO,276,Técnico,6
104075,Sabino,José Sabino Chagas Monteiro,sabino,SAO,276,Zagueiro,3
105300,Ferraresi,Nahuel Adolfo Ferraresi Hernández,ferraresi,SAO,276,Zagueiro,3
106294,Marcos Antônio,Marcos Antônio Silva Santos,marcos-antonio,SAO,276,Meia,4
107873,Bobadilla,Damián Josué Bobadilla Benítez,bobadilla,SAO,276,Meia,4
108588,Tapia,Gonzalo Andrés Tapia Dubournais,tapia,SAO,276,Atacante,5
113359,Pablo Maia,Pablo Gonçalves Maia Fortunato,pablo-maia,SAO,276,Meia,4
141611,Maik,Maik Gomes Viegas,maik,SAO,276,Lateral,2
140542,Ryan Francisco,Ryan Francisco Rodrigues dos Santos Silva,ryan-francisco,SAO,276,Atacante,5
93716,Paulo Henrique,Paulo Henrique de Oliveira Alves,paulo-henrique,VAS,267,Lateral,2
131617,André Silva,André Oliveira e Silva,andre-silva,SAO,276,Atacante,5
81091,Jair,Jair Rodrigues Júnior,jair,VAS,267,Meia,4
97095,Carlos Cuesta,Carlos Eccehomo Cuesta Figueroa,carlos-cuesta,VAS,267,Zagueiro,3
106028,Coronel,Carlos Miguel Coronel,coronel,SAO,276,Goleiro,1
118563,Rodriguinho,Rodrigo Huendra Almeida Mendonça,rodriguinho,RBB,280,Meia,4
90309,David,David Corrêa da Fonseca,david,VAS,267,Atacante,5
99213,Puma Rodríguez,José Luis Rodríguez Bebanz,puma-rodriguez,VAS,267,Lateral,2
71123,Thiago Mendes,Thiago Henrique Mendes Ribeiro,thiago-mendes,VAS,267,Meia,4
86686,Tchê Tchê,Danilo das Neves Pinheiro,tche-tche,VAS,267,Meia,4
141609,Lucca,Lucca Marques Alencar,lucca,SAO,276,Atacante,5
116706,Andrés Gómez,Carlos Andrés Gómez Hinestroza,andres-gomez,VAS,267,Atacante,5
86410,Victor Luis,Victor Luis Chuab Zamblauskas,victor-luis,MIR,2305,Lateral,2
105584,Lucas Piton,Lucas Piton Crivellaro,lucas-piton,VAS,267,Lateral,2
117818,Young,Young Navarro Moraes,young,SAO,276,Goleiro,1
95936,Daniel Fuzato,Daniel Cerântula Fuzato,daniel-fuzato,VAS,267,Goleiro,1
83786,Neris,Hueglo dos Santos Neris,neris,VIT,287,Zagueiro,3
117330,Robert Renan,Robert Renan Alves Barbosa,robert-renan,VAS,267,Zagueiro,3
122485,Barros,Cauan Lucas Barros da Luz,barros,VAS,267,Meia,4
115141,Lucas Freitas,Lucas de Freitas Molarinho Chagas,lucas-freitas,VAS,267,Zagueiro,3
121870,Gustavo Talles,Gustavo Talles da Silva,gustavo-talles,CHA,315,Lateral,2
99198,Vegetti,Pablo Vegetti,vegetti,VAS,267,Atacante,5
101594,Hugo Moura,Hugo Moura Arruda da Silva,hugo-moura,VAS,267,Meia,4
111682,Adson,Adson Ferreira Soares,adson,VAS,267,Meia,4
142279,Nuno Moreira,Nuno Gonçalo Rocha Moreira,nuno-moreira,VAS,267,Meia,4
102256,Rollheiser,Benjamín Rollheiser,rollheiser,SAN,277,Meia,4
42222,Osvaldo,Osvaldo Lourenço Filho,osvaldo,VIT,287,Atacante,5
111466,Victor Gabriel,Victor Gabriel da Conceição Ribeiro,victor-gabriel,INT,285,Zagueiro,3
99440,Baralhas,Gabriel Baralhas dos Santos,baralhas,VIT,287,Meia,4
115100,Matheus França,Matheus França de Oliveira,matheus-franca,VAS,267,Meia,4
92180,Jair Ventura,Jair Ventura,jair-ventura,VIT,287,Técnico,6
104118,Lucas Arcanjo,Lucas Willians Assis Arcanjo,lucas-arcanjo,VIT,287,Goleiro,1
92696,Renato Kayzer,Renato Kayzer de Souza,renato-kayzer,VIT,287,Atacante,5
116461,Jamerson,Jamerson Santos de Jesus,jamerson,VIT,287,Lateral,2
96793,Camutanga,Cleidson Andrade de Souza Silva,camutanga,VIT,287,Zagueiro,3
101597,Ramon,Ramon Ramos Lima,ramon,VIT,287,Lateral,2
97645,Thiago Couto,Thiago Couto Wenceslau,thiago-couto,VIT,287,Goleiro,1
101752,Claudinho,Claudio Coelho Salvático,claudinho,VIT,287,Lateral,2
104330,Dudu,Eduardo Marcelo Rodrigues Nunes,dudu,VIT,287,Meia,4
93411,Cantalapiedra,Aitor Cantalapiedra Fernández,cantalapiedra,VIT,287,Meia,4
109138,Kike Saverio,Javier Enrique Delgado Saverio,kike-saverio,VIT,287,Atacante,5
90031,Mendoza,John Stiven Mendoza Valencia,mendoza,CAP,293,Atacante,5
100969,Ronald Lopes,Ronald dos Santos Lopes,ronald-lopes,VIT,287,Meia,4
92273,Odair Hellmann,Odair Hellmann,odair-hellmann,CAP,293,Técnico,6
102561,Mastriani,Gonzalo Mathías Mastriani Borges,mastriani,CAP,293,Atacante,5
130620,Edenílson,Edenílson Santos Nascimento Filho,edenilson,VIT,287,Meia,4
111951,Renzo López,Renzo López Patrón,renzo-lopez,VIT,287,Atacante,5
111879,Mateus Silva,Mateus da Silva Duarte,mateus-silva,VIT,287,Lateral,2
110668,Esquivel,Lucas Ángel Esquivel,esquivel,CAP,293,Lateral,2
107985,Terán,Carlos Terán Díaz,teran,CAP,293,Zagueiro,3
145510,Paulo Roberto,Paulo Roberto dos Santos Almeida,paulo-roberto,VIT,287,Lateral,2
85626,Léo,Leonardo Pinheiro da Conceição,leo,CAP,293,Zagueiro,3
102796,Julimar,Julimar Silva Oliveira Júnior,julimar,CAP,293,Atacante,5
145387,Rúben Ismael,Rúben Ismael Valente Ramos,ruben-ismael,VIT,287,Meia,4
113113,Benavídez,Gastón Américo Benavídez,benavidez,CAP,293,Lateral,2
120433,Léo Derik,Leonardo Derik Dias Gonçalves,leo-derik,CAP,293,Lateral,2
80129,Jadson,Jadson Alves dos Santos,jadson,CAP,293,Meia,4
105518,Renan Peixoto,Renan Peixoto Nepomuceno,renan-peixoto,CAP,293,Atacante,5
123869,Aguirre,Juan Felipe Aguirre Tabares,aguirre,CAP,293,Zagueiro,3
115270,Habraão,Habraão Lincon do Nascimento Saraiva,habraao,CAP,293,Zagueiro,3
110698,Mycael,Mycael Pontes Moreira,mycael,CAP,293,Goleiro,1
127970,Felipe Chiqueti,Felipe Chiqueti Bandeira,felipe-chiqueti,CAP,293,Meia,4
115266,Renan Viana,Renan Rodrigues Fonseca Viana,renan-viana,CAP,293,Atacante,5
112017,Felipinho,Antonio Feliphe Costa Silva,felipinho,CAP,293,Meia,4
125746,Dudu,Eduardo Kogitzki Anastacio,dudu,CAP,293,Meia,4
